#CNPJ;NAME;CVMCODE;STATUS_DATE;STATUS
04.620.209/0001-09;INCASA IND CER DO ACRE SA;508934;2008-09-28;CANCELED
30.567.713/0001-00;INCOMIL IND E COM MINERIOS SA;516112;1999-01-19;CANCELED
13.609.391/0001-98;INCON PRODS ALIM SA;510629;2012-02-14;CANCELED
37.240.330/0001-64;INCOPLASTINS IND COM EMB TO SA;514730;2012-02-14;CANCELED
39.801.279/0001-48;INCOSPAL CONSTRUÇÕES PRÉ-FABRICADAS S/A;518271;2011-09-15;CANCELED
06.565.402/0001-10;IND ALIMS DO NORDESTE SA;503983;2012-02-14;CANCELED
15.126.626/0001-16;IND AZULEJOS BAHIA SA;6955;2018-01-30;CANCELED
16.112.484/0001-09;IND BAHIANA DE ARTEF DE PAP SA;515060;1998-12-29;CANCELED
15.102.692/0001-56;IND BAHIANA DE LAJES SA;6912;2005-03-22;CANCELED
04.393.401/0001-00;IND BEBS ANTARCTICA AMAZ SA;6963;1999-01-11;CANCELED
23.536.691/0001-48;IND BEBS ANTARCTICA MG SA;3581;1999-01-11;CANCELED
17.317.686/0001-41;IND BEBS ANTARCTICA MG SA;6971;1995-01-17;CANCELED
32.993.529/0001-40;IND BEBS ANTARCTICA MT SA;13684;1990-07-26;CANCELED
15.182.652/0001-61;IND BEBS ANTARCTICA NORTE-NORDESTE SA;6980;2001-11-01;CANCELED
09.259.821/0001-11;IND BEBS ANTARCTICA PARAIBA SA;13188;1999-01-11;CANCELED
05.234.760/0001-87;IND BEBS ANTARCTICA PIAUI SA;6998;1999-01-11;CANCELED
95.424.479/0001-08;IND BEBS ANTARCTICA POLAR SA;7005;2001-05-31;CANCELED
08.473.852/0001-08;IND BEBS ANTARCTICA RN SA;13668;1999-01-11;CANCELED
08.473.852/0001-08;IND BEBS ANTARCTICA RN SA;502391;1990-10-24;CANCELED
04.932.265/0001-89;IND BIOL FARMACEUTICA AMAZ SA;6920;2005-03-22;CANCELED
07.367.055/0001-83;IND BRAS ARTEF PLASTICOS SA;507660;2006-06-09;CANCELED
07.197.890/0001-12;IND BRAS DE SAL SA;520403;2016-06-30;CANCELED
89.716.138/0001-03;IND CALCADOS ERNO SA;7013;2005-12-20;CANCELED
04.990.958/0001-28;IND CERAMICA AMAZONIA SA INCA;6947;2007-02-14;CANCELED
04.718.730/0001-83;IND COM DE MOVEIS TUPI SA;513547;2012-02-14;CANCELED
09.717.646/0001-69;IND COM DE OLEOS ARARIPINA SA;520020;2015-01-26;CANCELED
10.324.663/0001-15;IND COM DE PISOS CERAMICO SA;514047;2012-02-14;CANCELED
02.393.692/0001-00;IND COM DE REFRIG DA AMAZ. SA;514756;2004-07-17;CANCELED
08.685.729/0001-50;IND COM DE TELAS SA;509370;2006-01-31;CANCELED
09.270.539/0001-35;IND COM GONÇALVES MONTEIRO SA;511609;2008-09-28;CANCELED
06.920.268/0001-28;IND COM PAPEIS SA;509680;2012-02-14;CANCELED
08.045.668/0001-67;IND CONFEC SPARTA NE SA;505722;1993-01-07;CANCELED
27.739.200/0001-17;IND CONFECÇÕES OMEGA SA;517348;2005-03-15;CANCELED
12.777.728/0001-03;IND DE CALCADOS CARPINA SA;502227;1993-01-25;CANCELED
95.814.083/0001-69;IND DE MAQS AGRICOLAS IDEAL SA;7072;1991-05-06;CANCELED
51.329.092/0001-99;IND DE PAPEL PIRACICABA SA;7102;1986-12-23;CANCELED
07.200.959/0001-10;IND DE PESCA DO CEARA SA - IPECEA;517941;2001-01-18;CANCELED
31.298.359/0001-10;IND FRANCISCANA DE M E BISC SA;514527;2012-02-14;CANCELED
90.724.345/0001-80;IND MAQS AGRICOLAS FUCHS SA;7064;2012-10-25;CANCELED
11.104.692/0001-34;IND MARANHENSE DE PLASTICOS SA;509221;2002-07-23;CANCELED
04.554.671/0001-55;IND MARONI SA;517330;2012-02-14;CANCELED
28.053.387/0001-63;IND MASSAS E BISCOITOS ALCOBAÇA SA;9920;1988-01-12;CANCELED
28.053.387/0001-63;IND MASSAS E BISCOITOS ALCOBAÇA SA;512168;2012-02-14;CANCELED
30.819.585/0001-37;IND METALURGICA IGUACU SA;7218;2005-12-20;CANCELED
08.815.979/0001-68;IND METALURGICA SILVANA SA;517127;1997-09-17;CANCELED
05.535.711/0001-84;IND NACIONAL DE ACESS P/ IRRIG S/A - INAPI;504319;2012-02-14;CANCELED
07.326.937/0001-09;IND NAVAL DO CE SA;500623;2012-02-14;CANCELED
11.095.718/0001-25;IND OLEOS CORINGA SA;511196;2012-02-14;CANCELED
05.777.271/0001-71;IND OLEOS GUIMARAES SA;515892;2012-02-14;CANCELED
61.085.544/0001-98;IND OLEOS PACAEMBU SA;12645;2006-11-22;CANCELED
15.891.435/0001-40;IND PAPEIS SANTO AMARO SA;7080;2005-03-22;CANCELED
60.432.648/0001-69;IND PAPEL PAPELAO S.ROBERTO SA;7099;1996-11-11;CANCELED
32.748.899/0001-11;IND PLAST CELI SA CELIPLAST;517526;2012-02-14;CANCELED
32.748.899/0001-11;IND PLAST CELI SA CELIPLAST;519278;2012-08-21;CANCELED
23.602.410/0001-08;IND PLAYBOY NORDESTE SA;515388;2004-02-18;CANCELED
08.826.349/0001-99;IND PRODUTOS METALURGICOS DO NORDESTE SA;519359;2012-09-20;CANCELED
05.822.507/0001-44;IND SOROS E PRODS FARMACEUTICOS DO PIAUI SA;503819;2012-02-14;CANCELED
84.430.610/0001-15;IND TEXTIL JARITA SA;7269;2005-03-22;CANCELED
24.064.206/0001-43;IND VESTUARIO DO NORDESTE SA;514225;2012-02-14;CANCELED
92.690.817/0001-57;INDAC - INDÚSTRIA, ADM. E COMÉRCIO S.A.;7277;2010-03-08;CANCELED
08.025.249/0001-63;INDEPENDÊNCIA AGROPECUÁRIA SA;518840;2009-11-06;CANCELED
92.750.132/0001-59;INDL ARTE TECNICA S.A.;7285;1989-01-24;CANCELED
01.003.635/0001-05;INDL BRASIL ARREND MERC SA;15954;2003-10-01;CANCELED
92.721.315/0001-46;INDL E COML BRAS SA INCOBRASA;7307;1988-01-11;CANCELED
06.565.501/0001-00;INDS AGRI DO NE SA;505153;2012-02-14;CANCELED
18.135.624/0001-81;INDS ALIMCS ITACOLOMY SA ITASA;7340;1987-11-26;CANCELED
09.886.995/0001-04;INDS ALIMENTICIAS MAGUARY SA;7358;1992-03-13;CANCELED
62.291.380/0001-18;INDS ARTEB SA;15881;2010-01-25;CANCELED
86.046.562/0001-91;INDS ARTEFAMA SA;7366;1993-06-24;CANCELED
61.142.063/0001-77;INDS C FABRINI SA;7374;1996-06-14;CANCELED
56.993.645/0001-27;INDS CHOCOLATE LACTA S/A;7390;1998-07-17;CANCELED
10.728.806/0001-54;INDS COELHO SA;7382;2010-01-04;CANCELED
31.901.382/0001-58;INDS DE BEBS JOAQUIM T A F SA;12068;1986-07-25;CANCELED
10.981.488/0001-39;INDS DUREINO SA;508250;2012-10-08;CANCELED
10.981.488/0001-39;INDS DUREINO SA;520373;2016-05-09;ACTIVE
07.212.574/0001-72;INDS ELETRICAS ELITE SA;512940;2005-03-15;CANCELED
60.637.238/0001-54;INDS J B DUARTE SA;12319;1985-03-14;ACTIVE
08.397.697/0001-98;INDS JOSSAN SA;7404;1991-06-13;CANCELED
06.061.105/0001-37;INDS KARINA SA;7412;2005-08-09;CANCELED
60.873.874/0001-85;INDS MADEIRIT SA;7439;2010-01-04;CANCELED
10.775.468/0001-01;INDS MINERVA SA;7455;2006-11-22;CANCELED
43.995.323/0001-75;INDS MONSANTO SA;7463;1986-03-07;CANCELED
00.322.818/0001-20;INDS NUCLEARES DO BRASIL SA;5606;1994-07-18;CANCELED
06.283.477/0001-08;INDS QUIMICAS NORTE SA;7471;2005-08-09;CANCELED
11.507.415/0001-72;INDS REUN RAYMUNDO DA FONTE SA;504866;2006-02-10;CANCELED
22.665.921/0001-06;INDS REUNS STA MARIA SA;517305;1999-02-08;CANCELED
10.810.653/0001-90;INDS ROMI DO NORDESTE SA;7501;1988-07-14;CANCELED
84.685.106/0001-66;INDS SCHNEIDER SA;7528;2000-01-04;CANCELED
71.444.681/0001-25;INDS TEXTEIS BARBERO SA;7536;2008-03-18;CANCELED
24.278.459/0001-10;INDUCON DO NE SA;510211;2011-05-20;CANCELED
15.585.631/0001-97;INDUSA-IND E COM PROTEINAS NE;515736;2008-09-28;CANCELED
07.287.998/0001-04;INDÚSTRIA DE FRIO E PESCA S/A-IPESCA;503347;2012-02-14;CANCELED
09.342.379/0001-92;INDUSTRIA DE LATICÍNIOS PALMEIRA DOS INDIOS S/A;502375;2013-05-03;CANCELED
28.500.320/0001-20;INDÚSTRIA VEROLME S.A. - IVESA;12866;2015-04-07;CANCELED
88.301.163/0001-55;INDUSTRIAS MICHELETTO S/A;7447;2008-06-26;CANCELED
56.720.428/0001-63;INDÚSTRIAS ROMI S.A.;7510;1938-04-19;ACTIVE
02.225.714/0001-23;INEPAR ENERGIA SA;16730;2011-11-21;CANCELED
02.258.422/0001-97;INEPAR EQUIPAMENTOS E MONTAGENS S.A. - EM RECUPERAÇÃO JUDICIAL;17868;1998-10-23;ACTIVE
76.627.504/0001-06;INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL;7595;1980-01-22;ACTIVE
08.939.548/0001-03;INFAN - IND QUÍMICA FARMACÊUTICA NACIONAL S/A;512656;2009-02-02;CANCELED
07.704.069/0001-45;INFINITY BIO-ENERGY BRASIL PARTICIPAÇÕES S/A;21288;2008-11-27;CANCELED
01.596.910/0001-41;INFOVIAS PNSC SA;16314;2002-05-27;CANCELED
10.488.244/0001-19;INFRASEC SECURITIZADORA S/A;21750;2009-09-22;ACTIVE
04.726.386/0001-74;INGA AGRO FLORESTAL SA;505064;2012-02-14;CANCELED
04.726.386/0001-74;INGA AGRO FLORESTAL SA;519685;2017-01-26;CANCELED
02.604.860/0001-60;INNCORP S.A.;17558;1998-07-20;ACTIVE
18.891.036/0001-78;INONIBRAS INOCULANTES E FERRO LIGAS NIPO-BRASILEIROS S/A;517488;1997-06-04;ACTIVE
10.318.061/0001-55;INOVISA IND NORDEST VIDROS SA;502987;1996-06-28;CANCELED
08.231.607/0001-94;INPELE INDUSTRIAS DE PELES SA;507571;2012-02-09;CANCELED
06.893.044/0001-74;INPROMAR SA INDUSTRIA DE PRODUTOS DO MAR;504289;2012-02-14;CANCELED
19.378.769/0001-76;INSTITUTO HERMES PARDINI S/A;24090;2017-02-10;ACTIVE
12.395.063/0001-73;INTELLECTUAL SERVICES S.A - GESTÃO DE ATIVOS DO CONHECIMENTO;23043;2016-01-07;CANCELED
09.611.768/0001-76;INTER CONSTRUTORA E INCORPORADORA S.A;24279;2017-11-09;ACTIVE
80.246.812/0001-50;INTERAGRO SA ALIMENTOS;16179;1998-01-16;CANCELED
62.258.884/0001-36;INTERCEMENT BRASIL SA;19631;2011-08-01;CANCELED
12.610.116/0001-21;INTERCOSMETIC HOLDING S/A;22888;2016-01-07;CANCELED
04.377.529/0001-80;INTERMAR INDUSTRIA E COMERCIO SA;510122;2012-02-14;CANCELED
12.394.916/0001-52;INTERMULTIMODAL S.A OPERADORA DE PLATAFORMAS INTERNACIONAIS DE LOGISTICA MULTIMODAL;23086;2016-01-07;CANCELED
-;INTERNATIONAL FINANCE CORPORATION - IFC;90000;2013-08-30;CANCELED
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;23574;2015-03-19;ACTIVE
08.936.792/0001-12;INTERNATIONAL MEAL COMPANY HOLDINGS, SA;21890;2010-03-26;CANCELED
08.936.792/0001-12;INTERNATIONAL MEAL COMPANY HOLDINGS, SA;22438;2014-12-01;CANCELED
15.205.867/0001-50;INTEX INDUSTRIA DE PLÁSTICOS SA;511889;2012-02-14;CANCELED
08.972.622/0001-93;INTRAFRUT INDÚSTRIA TRANSFORMADORA DE FRUTOS S/A;515515;2012-02-04;CANCELED
08.442.592/0001-03;INTROSUC INDUSTRIA TROPICAL SUCOS SA;500461;2012-02-14;CANCELED
42.461.046/0001-58;INVESPAR SA;7609;1996-08-23;CANCELED
03.758.318/0001-24;INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR;18775;2000-09-29;ACTIVE
00.644.907/0001-93;INVESTCO S/A;18589;2000-02-04;ACTIVE
46.112.488/0001-40;INVESTEC SA;12505;1999-05-04;CANCELED
02.983.657/0001-41;INVESTHOTEL S.A.;18570;2002-09-19;CANCELED
01.548.981/0001-79;INVESTIMENTOS BEMGE S.A.;6041;1977-07-20;ACTIVE
02.869.385/0001-53;INVESTMOBILE SA;18120;2002-09-30;CANCELED
02.812.190/0001-77;INVESTVALE SERVIÇOS S.A.;18384;2007-05-09;CANCELED
00.021.096/0001-74;INVISTA NYLON SUL AMERICANA S/A;18791;2003-11-05;CANCELED
10.242.478/0001-81;INVITEL LEGACY SA;21687;2008-11-11;ACTIVE
02.465.782/0001-60;INVITEL SA;17396;2009-07-31;CANCELED
61.156.113/0001-75;IOCHPE-MAXION SA;11932;1984-07-17;ACTIVE
06.263.438/0001-49;IOSA INDÚSTRIA DE ÓLEO E SABÃO S/A;7498;1985-12-09;CANCELED
88.939.236/0001-39;IPIRANGA PETROQUIMICA SA;12300;2007-07-18;CANCELED
11.029.196/0001-63;IPLAC DO BR SA PLASTICOS INDL;7641;2004-06-24;CANCELED
07.766.660/0001-27;IPLAC SA PLAST E EMBALAGENS;503274;1991-04-30;CANCELED
23.581.002/0001-17;IPUEIRAS AGRICOLA SA IPASA;516651;2012-02-14;CANCELED
36.939.957/0001-45;IQC IND QUIMICA CUIABA SA;513954;1996-05-28;CANCELED
92.387.018/0001-06;IRANI AGROFLORESTAL SA;13463;1995-05-04;CANCELED
33.376.989/0001-91;IRB - BRASIL RESSEGUROS S.A.;24180;2017-07-27;ACTIVE
09.984.980/0001-89;IRCA NUTRICAO E AVICULT SA;514233;2006-12-26;CANCELED
01.545.832/0001-56;IRIRI PARTICIPACOES SA;16110;2001-09-04;CANCELED
08.388.092/0001-30;IRMÃOS ARNAUD AGROPECUARIA SA;505536;2003-12-09;CANCELED
09.988.635/0001-13;IRMAOS COUTINHO INDUSTRIA DE COUROS SA;518549;2007-01-19;CANCELED
52.769.783/0001-76;IRMAOS DAVOLI SA IMP E COM;7650;1988-01-12;CANCELED
07.214.885/0001-70;IRMAOS FONTENELE SA COM IND AG;504947;2012-02-14;CANCELED
09.295.979/0001-47;IRONX MINERAÇÃO S/A;21458;2008-12-19;CANCELED
15.121.064/0001-18;IRPESA SA IND METALURGICA;7668;2005-03-22;CANCELED
08.075.006/0001-30;ISA CAPITAL DO BRASIL SA;20427;2010-05-28;CANCELED
33.796.830/0001-26;ISA IRRIGAÇÃO SANTO ANDRÉ S/A;510971;1990-08-09;ACTIVE
08.987.612/0001-21;ISAMA AGROPECUARIA SA;506850;2008-09-28;CANCELED
08.987.612/0001-21;ISAMA AGROPECUARIA SA;520543;2017-02-23;CANCELED
08.769.451/0001-08;ISEC SECURITIZADORA S.A.;20818;2007-07-02;ACTIVE
13.407.617/0001-78;ISOLUX INFRASTRUCTURE SA;22624;2012-03-29;CANCELED
01.355.994/0001-21;ITA ENERGETICA S/A;18910;2012-12-26;CANCELED
00.987.716/0001-24;ITABAPOANA PARTICIPACOES SA;15601;1998-07-14;CANCELED
14.352.215/0001-86;ITABUNA INDUSTRIAL SA;503622;2008-09-28;CANCELED
06.893.812/0001-90;ITAGUAHYSA ITAGUAHY AGROPEC S/A;518514;2006-10-23;CANCELED
11.482.098/0001-87;ITAGUARANA S/A;500984;2018-04-12;CANCELED
27.184.951/0001-14;ITAGUASSU AGRO INDUSTRIAL S/A;7692;1999-08-18;CANCELED
27.184.951/0001-14;ITAGUASSU AGRO INDUSTRIAL S/A;518140;2018-04-12;CANCELED
07.483.795/0001-85;ITAGURARA AGRICULTURA E PECUARIA SA;515752;2008-04-17;CANCELED
12.093.365/0001-97;ITAIPU EMPREENDIMENTOS AGRÍCOLAS S/A;511498;2009-10-07;CANCELED
01.258.943/0001-81;ITAITINGA PARTICIPACOES SA;15865;1996-11-07;ACTIVE
04.953.915/0001-72;ITAITUBA INDUSTRIA DE CIMENTOS DO PARÁ S/A;504793;2018-04-12;CANCELED
05.645.239/0001-32;ITAL - IMPLEMENTOS E TRATORES ANFÍBIOS S/A;500950;2012-02-14;CANCELED
05.645.239/0001-32;ITAL - IMPLEMENTOS E TRATORES ANFÍBIOS S/A;520268;2016-02-15;CANCELED
16.935.579/0001-14;ITALMAGNESIO NORDESTE SA;512907;2012-02-14;CANCELED
77.558.948/0001-91;ITAMARATY FILTROS DE PAPEL SA;7706;1998-01-28;CANCELED
09.525.940/0001-79;ITAPAGE AGROPECUARIA SA;504327;2012-02-14;CANCELED
13.575.295/0001-76;ITAPARICA SA EMPREEND TURIST;7722;2004-12-29;CANCELED
02.397.080/0001-96;ITAPEBI GERAÇÃO DE ENERGIA S/A;19364;2003-02-05;ACTIVE
24.348.682/0001-96;ITAPECURU AGRICOLA SA-ITAGRISA;513199;2012-02-14;CANCELED
21.714.589/0001-60;ITAPEMIRIM AGRICULTURA SA;505056;2008-03-27;CANCELED
86.442.951/0001-36;ITAPIRUBA HOTEIS E TURISMO SA;7730;1989-07-18;CANCELED
11.482.080/0001-85;ITAPISSUMA S/A;501441;2018-04-12;CANCELED
04.869.392/0001-80;ITAPITANGA INDUSTRIA DE CIMENTOS DE MATO GROSSO S/A;510521;2018-04-12;CANCELED
04.364.451/0001-69;ITAPOA AGROPASTORIL SA;520551;2017-03-27;CANCELED
11.563.715/0001-79;ITAPOÃ SA PRUDUTOS ELETRICOS;504149;2012-02-14;CANCELED
08.219.477/0001-74;ITAQUI GERAÇÃO DE ENERGIA S.A.;23213;2015-07-31;CANCELED
02.180.133/0001-12;ITAÚ RENT ADM. E PARTICIPAÇÕES S.A.;17019;2002-08-19;CANCELED
60.872.504/0001-23;ITAÚ UNIBANCO HOLDING S.A.;1279;1998-04-08;CANCELED
60.872.504/0001-23;ITAÚ UNIBANCO HOLDING S.A.;19348;2002-12-30;ACTIVE
60.701.190/0001-04;ITAU UNIBANCO S.A.;1287;2003-05-08;CANCELED
01.920.494/0001-95;ITAÚBA AGROINDUSTRIAL S/A;518638;2011-07-17;CANCELED
43.443.464/0001-85;ITAUBANK LEASING SA ARREND MERCANTIL (SUCEDIDA POR ITAU UNIBANCO SA E DIBENS LEASING SA ARR. MERCANT;1821;2009-02-28;CANCELED
07.231.103/0001-01;ITAUEIRA AGROPECUÁRIA S/A;514772;2013-11-01;CANCELED
61.532.644/0001-15;ITAÚSA - INVESTIMENTOS ITAÚ S.A.;7617;1977-07-20;ACTIVE
07.256.507/0001-50;ITAUSEG PARTICIPAÇÕES SA;19933;2012-11-28;CANCELED
51.764.058/0001-42;ITAUTEC INFORMÁTICA S.A. - GRUPO ITAUTEC;7757;2006-06-01;CANCELED
54.526.082/0001-31;ITAUTEC S.A. - GRUPO ITAUTEC;12530;1985-11-14;ACTIVE
04.265.872/0001-32;ITAUTINGA AGROINDUSTRIAL S/A;506435;2018-04-12;CANCELED
01.545.830/0001-67;ITINGA PARTICIPACOES SA;16136;1999-04-23;CANCELED
00.185.041/0001-08;ITIQUIRA ENERGÉTICA S/A;18732;2009-02-02;CANCELED
97.395.172/0001-43;IVEN SA;14389;2005-04-29;CANCELED
92.754.191/0001-03;J H SANTOS SA COM E INDUSTRIA;7765;2006-07-18;CANCELED
08.409.674/0001-56;J MOTTA INDUSTRIA E COMERCIO SA;517550;2012-02-14;CANCELED
08.423.634/0001-69;J R C CIA DE EMPREEND RURAIS;518590;2007-07-31;CANCELED
13.151.741/0001-15;J. C. BARRETTO FERTILIZANTES SA;518964;2017-06-01;CANCELED
07.153.356/0001-04;J. RECAMONDE & CIA LTDA;503193;1999-12-30;CANCELED
14.998.371/0001-19;J.MACEDO S/A;21156;2007-10-16;ACTIVE
14.998.371/0001-19;J.MACEDO S/A;507610;2007-07-03;CANCELED
05.262.142/0001-40;JACUIPE AGROPECUARIA SA;505889;2012-02-14;CANCELED
05.427.414/0001-15;JACUTINGA AGROPEC SA;517275;1997-02-26;CANCELED
07.219.769/0001-44;JAIME PINHEIRO PARTIC. S/A;11878;1995-02-09;CANCELED
33.438.250/0001-67;JAMYR VASCONCELLOS SA;7773;1989-02-10;CANCELED
07.659.931/0001-45;JANASA JAN PROD DO MAR SA;502898;2008-09-28;CANCELED
17.001.637/0001-03;JANUARIA AGROPECUARIA SA;506133;2012-02-14;CANCELED
11.133.659/0001-32;JAPARANDUBA AGROPASTORIL S/A;505544;2012-02-14;CANCELED
11.133.659/0001-32;JAPARANDUBA AGROPASTORIL S/A;520853;2018-11-21;CANCELED
84.432.426/0001-04;JARAGUA FABRIL SA;7781;2010-01-04;CANCELED
60.395.126/0001-34;JARAGUA SA IND MECANICAS;7790;1991-08-20;CANCELED
04.815.734/0001-80;JARI CELULOSE SA;14354;2006-02-20;CANCELED
24.125.171/0001-05;JASON AGRICULTURA SA;509779;2008-09-28;CANCELED
04.340.915/0001-05;JATIUCA AGROPECUARIA SA;508365;2012-02-14;CANCELED
04.340.915/0001-05;JATIUCA AGROPECUARIA SA;519243;2012-08-03;CANCELED
61.156.741/0001-50;JAU SA CONST E INCORPORADORA;7803;1987-02-02;CANCELED
02.916.265/0001-60;JBS SA;20575;2007-03-27;ACTIVE
02.380.680/0001-41;JEDAY - ARTEFATOS DE PLÁSTICO;517984;2004-01-15;CANCELED
11.100.617/0001-03;JEMAR EMPREENDIMENTOS RURAIS SA;501670;2012-02-14;CANCELED
60.543.816/0001-93;JEREISSATI PARTICIPAÇÕES S/A;8672;1946-03-12;ACTIVE
07.859.510/0001-68;JHSF MALLS S.A.;24473;2018-06-25;ACTIVE
08.294.224/0001-65;JHSF PARTICIPAÇÕES SA;20605;2007-04-04;ACTIVE
03.616.270/0001-10;JIQUIRIÇA PARTICIPAÇÕES SA;18805;2001-12-31;CANCELED
03.143.559/0001-69;JOAÇABA AGROPECUARIA SA;511358;2012-02-14;CANCELED
33.035.536/0001-00;JOAO FORTES ENGENHARIA SA;7811;1977-07-20;ACTIVE
08.239.956/0001-52;JOBENE JOJOBA DO NORDESTE SA;514187;2012-02-14;CANCELED
07.332.901/0001-20;JOBEX AGROINDUSTRIAL S/A;504815;2012-02-14;CANCELED
06.086.573/0001-66;JOJOBA DO BRASIL SA;508900;2008-09-28;CANCELED
33.330.564/0001-41;JORNAL DO BRASIL SA;13455;1990-05-24;CANCELED
87.456.562/0001-22;JOSAPAR- JOAQUIM OLIVEIRA S/A PARTICIP;13285;1988-03-04;ACTIVE
15.463.423/0001-15;JP PARTICIPAÇÕES S.A.;23299;2014-12-31;CANCELED
53.790.218/0001-53;JPSP INVESTIMENTOS E PARTICIPAÇÕES S.A.;12262;2017-07-28;CANCELED
04.887.121/0001-58;JS MOVEIS SA;501379;2012-02-14;CANCELED
52.548.435/0001-79;JSL S.A.;22020;2010-04-15;ACTIVE
07.937.857/0001-81;JUA AGROPEC SA;500224;1999-02-09;CANCELED
00.627.379/0001-64;JUNGFRAU PARTICIPACOES SA;14893;1999-07-21;CANCELED
06.630.941/0001-95;JUOZAS SA INDUSTRIA TEXTIL;512290;1995-08-29;CANCELED
08.981.482/0001-10;JUREMAL AGROPECUARIA SA;507946;2012-02-14;CANCELED
08.336.570/0001-69;JVM DO BRASIL SA;501883;2008-09-28;CANCELED
07.821.903/0001-82;KABANA MODAS INDL SA;504564;1998-09-22;CANCELED
88.610.779/0001-08;KALIL SEHBE SA IND VESTUARIO;7846;2005-12-20;CANCELED
09.347.916/0001-97;KAROON PETROLEO & GAS SA;22241;2011-06-21;CANCELED
82.640.558/0001-04;KARSTEN SA;4146;1971-12-29;ACTIVE
14.164.438/0001-10;KAUFMANN CACAU INDL E COML SA;7854;1992-03-06;CANCELED
29.339.827/0001-06;KAURI SIGMA SA;7862;1991-06-03;CANCELED
91.983.056/0001-69;KEPLER WEBER SA;7870;1980-12-15;ACTIVE
57.003.881/0001-11;KIBON SA INDS ALIMENTICIAS;7897;1993-11-04;CANCELED
15.661.374/0001-25;KIEPPE INVESTIMENTOS SA;13200;1995-02-14;CANCELED
05.005.533/0001-80;KILOMBO AGROPEC SA;515124;2012-02-14;CANCELED
05.005.533/0001-80;KILOMBO AGROPEC SA;520594;2017-05-18;CANCELED
09.414.761/0001-64;K-INFRA RODOVIA DO AÇO S.A.;22446;2011-03-29;ACTIVE
15.241.805/0001-02;KLABIN FABRIC DE PAPEL CEL SA;511188;1996-03-12;CANCELED
10.926.186/0001-68;KLABIN PONSA SA;508306;2002-12-18;CANCELED
89.637.490/0001-45;KLABIN S.A.;12653;1997-08-06;ACTIVE
00.187.032/0001-48;KLABIN SEGALL S/A;20249;2010-08-30;CANCELED
14.046.882/0001-30;KLEBER SA CALD MONT INDS NE;505773;2008-09-28;CANCELED
13.531.405/0001-06;KONTIK SA HOTEIS E TURISMO;517836;2000-07-14;CANCELED
13.573.332/0001-07;KORDSA BRASIL S/A;505943;1990-01-15;ACTIVE
00.354.053/0001-00;KOSMOS COMÉRCIO DE VESTUÁRIO S/A - EM RECUPERAÇÃO JUDICIAL;15083;1995-10-09;ACTIVE
12.599.825/0001-53;KRONORTE SA IMPL P/ TRANSP;509752;2003-02-27;CANCELED
02.800.026/0001-40;KROTON EDUCACIONAL S.A.;17973;1998-12-01;ACTIVE
60.680.873/0001-14;KSB BOMBAS HIDRAULICAS SA;7919;1991-10-03;CANCELED
34.512.327/0001-64;KSB DA AMAZONIA SA;517712;2000-02-25;CANCELED
82.640.723/0001-10;KUALA SA;566;2006-06-30;CANCELED
23.523.905/0001-41;KURIKAKA AGROPEC SA;513989;2012-02-14;CANCELED
12.614.384/0001-11;L C R IND DE CONFECCOES SA;513830;2012-02-14;CANCELED
61.489.514/0001-47;LABO ELETRONICA SA;12688;2010-01-04;CANCELED
07.082.431/0001-93;LABORATORIOS BETA SA;506079;2012-02-14;CANCELED
77.964.963/0001-30;LABRA IND BRAS DE LAPIS SA;11940;1994-03-03;CANCELED
08.962.631/0001-01;LACERDA DE MELO BÚFALOS S/A - LACESA;502618;2003-07-17;CANCELED
-;LAEP INVESTMENTS LTD;80098;2007-10-29;ACTIVE
02.037.966/0001-29;LAEROB PARTICIPACOES SA;16420;2003-10-21;CANCELED
61.080.198/0001-55;LAFER SA INDUSTRIA E COMERCIO;7927;1988-02-29;CANCELED
04.866.596/0001-68;LAGOA CLARA AGROPEC SA;506320;2012-10-24;CANCELED
04.866.596/0001-68;LAGOA CLARA AGROPEC SA;520586;2017-03-30;CANCELED
70.492.665/0001-45;LAGOA RAMADA AGROPECUÁRIA S.A.;516104;2012-02-14;CANCELED
12.931.424/0001-59;LAGOARROZ - IRRIGAÇÃO LAGOA ARROZ S/A;512540;2011-10-07;CANCELED
09.017.691/0001-00;LAHOTELS S.A.;21229;2009-02-18;CANCELED
23.505.233/0001-41;LAM CONFECCOES SA;512427;2012-02-14;CANCELED
57.483.190/0001-62;LAMINACAO NACIONAL METAIS SA;7943;1985-06-18;CANCELED
57.483.190/0001-62;LAMINACAO NACIONAL METAIS SA;12912;1997-06-17;CANCELED
23.434.996/0001-49;LAMINIT SA-LAMINAS COMPENSADOS;512419;2009-01-08;CANCELED
63.798.730/0001-08;LAN LINHAS AM DE NAVEGACAO SA.;515442;2008-09-28;CANCELED
58.900.754/0001-88;LANDIS GYR INEPAR;15105;1999-07-15;CANCELED
91.664.706/0001-03;LANIFICIO SEHBE SA IND E EXP;7951;2005-12-20;CANCELED
06.041.065/0001-61;LAPSA LATICINIOS PERIZES SA;7960;2005-08-09;CANCELED
44.076.123/0001-81;LARAMO SA;12114;1985-07-23;CANCELED
