#CNPJ;NAME;CVMCODE;STATUS_DATE;STATUS
10.851.805/0001-00;FLEX GESTÃO DE RELACIONAMENTO S.A.;24350;2018-03-01;ACTIVE
51.159.713/0001-33;FLEXDISC TECNOLOGIA SA;11916;2007-02-14;CANCELED
24.343.832/0001-79;FLORESTA AGRI SA - FLORA;510912;2008-07-22;CANCELED
14.915.755/0001-20;FLORESTA AZUL SA;503037;2012-02-14;CANCELED
07.276.103/0001-28;FLORESTAL BRASIL S.A.;21423;2011-11-30;CANCELED
09.386.970/0001-41;FLORIANO AGRO PECUARIA SA;510157;2008-09-28;CANCELED
83.800.672/0001-09;FLORIMAR IND E COM DE PESCADOS SA;518565;2007-03-05;CANCELED
34.633.321/0001-45;FLUMIPESCA NORTE SA;513695;2008-09-28;CANCELED
04.825.626/0001-98;FLUVIAL PESCA SA - FLUPEL;507830;2012-02-14;CANCELED
01.492.670/0001-35;FLYNET SA;16667;2009-03-03;CANCELED
60.889.193/0001-05;FNV VEICULOS EQUIPS SA;6149;1993-02-02;CANCELED
06.596.985/0001-46;FONCEPI COMERCIAL EXPORTADORA LTDA;512028;2005-11-03;CANCELED
05.001.862/0001-52;FONTENELE LYRA SA;504670;2012-02-14;CANCELED
06.063.028/0001-54;FONTENELLE AGRI E PEC SA;503223;2012-02-14;CANCELED
06.063.028/0001-54;FONTENELLE AGRI E PEC SA;519286;2012-08-08;CANCELED
11.698.305/0001-35;FOREST NE SA FABR CONDUT ELETR;503355;1993-02-19;CANCELED
13.929.385/0001-18;FORJA NORDESTE SA;500380;2008-09-28;CANCELED
12.908.372/0001-08;FORMOSA AGRO INDUSTRIAL SA;516023;2012-02-14;CANCELED
07.481.336/0001-62;FORMOSA AGROPECUARIA SA;506826;2012-02-14;CANCELED
03.870.455/0005-80;FORNO DE MINAS ALIMENTOS S.A.;23736;2018-03-07;CANCELED
00.249.786/0001-85;FORPART S.A. - EM LIQUIDAÇÃO;14796;1995-02-21;ACTIVE
07.197.031/0001-23;FORTALEZA AGROINDL SA - FAISA;511226;2012-02-14;CANCELED
12.979.898/0001-70;FORTE SECURITIZADORA S.A.;22489;2011-06-15;ACTIVE
21.610.416/0001-00;FORTUNATO SECURITIZADORA S.A.;23566;2015-03-06;ACTIVE
21.987.053/0001-18;FOURSTONES PARTICIPAÇÕES S.A.;23655;2016-07-29;CANCELED
21.987.041/0001-93;FOXFIELD PARTICIPAÇÕES S.A.;23663;2016-07-29;CANCELED
34.968.917/0001-04;FOZBASA FOZ BALSAS AGROINDL SA;517089;2012-02-14;CANCELED
10.661.519/0001-74;FRAME SECURITIZADORA S/A;21873;2011-02-07;CANCELED
06.082.564/0001-05;FRANCISCO CASTRO CI E AGRIC SA;6190;2005-08-09;CANCELED
84.191.832/0001-22;FRANGO NORTE AGROINDUSTRIAL SA;515485;2012-02-14;CANCELED
91.374.561/0001-06;FRANGOSUL SA AGRO AVICOLA INDL;11967;1999-12-21;CANCELED
07.088.867/0001-90;FRASA FAZENDA REUNIDAS SA;508853;2008-09-28;CANCELED
88.610.126/0001-29;FRAS-LE SA;6211;1977-07-20;ACTIVE
51.466.753/0001-28;FREIOS VARGA SA;12084;1999-06-02;CANCELED
05.899.141/0001-01;FREY RONDONIA FLORESTAL SA;513067;2012-02-14;CANCELED
11.346.061/0001-21;FRIBASA INDUSTRIA E COMERCIO SA;500445;2012-02-14;CANCELED
24.063.901/0001-90;FRIBESA FRIGORIFICO BELO JARDIM SA;507067;2012-02-14;CANCELED
83.188.110/0001-56;FRICASA ALIMENTOS SA;6246;1996-12-10;CANCELED
02.252.559/0001-34;FRICOL FRIGORIFICO COLINAS SA;514918;2012-02-14;CANCELED
21.987.068/0001-86;FRIESTON PARTICIPAÇÕES S.A.;23647;2016-07-29;CANCELED
16.489.692/0001-13;FRIFEIRA FRIGORIFICO FEIRA DE SANTANA SA;502928;2012-02-14;CANCELED
36.882.074/0001-46;FRIG ALTO NORTE SA;515728;2012-02-14;CANCELED
00.958.181/0001-63;FRIG ARAPUTANGA SA;514136;2012-02-14;CANCELED
84.578.012/0001-98;FRIG FERNANDES SA;516180;2012-02-14;CANCELED
28.156.925/0001-45;FRIG PALOMA SA;513032;2001-12-26;CANCELED
04.657.540/0001-01;FRIG PARAGOMINAS SA;509450;2012-02-14;CANCELED
28.409.803/0001-13;FRIG SERRA GRANDE SA;508578;2012-02-14;CANCELED
05.226.105/0001-87;FRIG VALE DO TOCANTINS SA;518344;2006-09-01;CANCELED
36.939.312/0001-02;FRIGOBARRA SA;514152;2012-02-14;CANCELED
60.883.212/0001-96;FRIGOBRAS CIA BRAS FRIGORIFICO;6220;1998-01-21;CANCELED
14.962.356/0001-10;FRIGOL FOODS PARTICIPAÇÕES S.A.;22853;2012-07-17;ACTIVE
22.662.951/0001-69;FRIGORIFICO NORTE MINAS SA;6262;2005-03-22;CANCELED
02.165.984/0001-96;FRIGORÍFICO REDENTOR S.A.;520780;2018-07-24;ACTIVE
27.497.684/0001-35;FRIGORÍFICO RIO DOCE S/A;509850;1990-05-18;ACTIVE
36.936.912/0001-17;FRIGORIFICO VALE DO GUAPORÉ S/A;513741;2013-05-03;CANCELED
01.983.220/0001-45;FRIGOVERDI SA;513172;2012-02-14;CANCELED
82.902.461/0001-14;FRIL FRIGORIF DA LUZ SA;6270;1985-11-20;CANCELED
39.826.698/0001-34;FRINORSA FRIGORIFICO NORTE CAPIXAPA SA;516430;2012-02-14;CANCELED
27.544.717/0001-50;FRINORTE FRIGORIFICO NORTE DO ESPIRITO SANTO SA;509116;2012-02-14;CANCELED
34.630.186/0001-84;FRIVASA FRIGORIFICO VALE TAPANA SA;508730;2012-10-24;CANCELED
58.127.689/0001-08;FROTA AMAZONICA SA;513008;1998-06-25;CANCELED
09.139.148/0001-86;FRULAR SA INDUSTRIA ALIMENTICIA;505978;2008-09-28;CANCELED
23.523.269/0001-58;FRUPISA FRUTOS DO PIAUI SA.;515477;2004-09-01;CANCELED
02.565.001/0001-09;FRUTAVI - COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO DE FRUTAS S/A;519634;2017-05-29;CANCELED
10.897.247/0001-06;FRUTIVALE FRUT VALE S FCO SA;504394;2006-01-17;CANCELED
35.325.935/0001-22;FRUTONE FRUTICULTURA DO NE SA;516643;2012-02-14;CANCELED
05.876.107/0001-11;FRUTOP PROD DE ALIM SA;504580;1999-03-05;CANCELED
13.504.691/0001-02;FRUTOS TROPICAIS SA;6297;2006-11-22;CANCELED
17.234.244/0001-31;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;23370;2014-04-25;ACTIVE
22.669.972/0001-06;FUJI ELETRIC NORDESTE SA;6300;1995-09-14;CANCELED
41.137.225/0001-71;FUJI S/A MARMORES E GRANITOS;517380;2016-05-02;CANCELED
61.152.047/0001-65;FUJIWARA HISATO SA COM IND;6319;1991-03-01;CANCELED
91.866.053/0001-45;FUNDIROSSI SA METALURGIA FINA;13340;1992-08-18;CANCELED
02.465.783/0001-04;FUTURETEL SA;17388;1998-06-16;ACTIVE
27.403.930/0001-42;FUVISA - FUNDIÇÃO VILA VELHA S.A.;518948;2010-01-07;CANCELED
03.024.422/0001-95;FV REPAROS E CONSTRUÇÃO NAVAL S.A.;519596;2014-07-09;CANCELED
11.067.436/0001-14;FYBER IND DE VEICULOS SA;506770;2008-09-28;CANCELED
10.323.350/0001-42;FYBERLINE SA;511455;2001-07-17;CANCELED
31.810.328/0001-05;G.C. ARMAZENS GERAIS SA;514977;2001-01-31;CANCELED
01.545.826/0001-07;GAFISA SA;16101;1997-02-21;ACTIVE
01.376.239/0001-23;GAFISA SPE-1 SA;16012;2005-12-06;CANCELED
14.876.090/0001-93;GAIA AGRO SECURITIZADORA S.A.;22764;2012-03-28;ACTIVE
20.646.442/0001-17;GAIA CRED SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;24040;2016-10-07;ACTIVE
07.587.384/0001-30;GAIA SECURITIZADORA S/A;20222;2006-07-28;ACTIVE
06.272.611/0001-75;GAISA-GALLETTI AGROINDL SA;503770;2012-02-14;CANCELED
02.796.775/0001-40;GAMA PARTICIPAÇÕES S.A.;17965;1998-12-01;ACTIVE
06.689.129/0001-35;GAMELEIRA AGROPASTORIL SA;500313;2012-02-14;CANCELED
06.689.129/0001-35;GAMELEIRA AGROPASTORIL SA;520888;2019-01-09;CANCELED
02.312.126/0001-27;GANGES PARTICIPACOES SA;16969;2000-06-27;CANCELED
57.014.334/0001-31;GARANCE TEXTILE SA;11371;2005-03-22;CANCELED
10.229.615/0001-48;GARANHUNS INDUSTRIAL SA GISA;518131;2002-11-13;CANCELED
43.282.342/0001-54;GARCA SA IND COM DE PLAST;502669;2008-09-28;CANCELED
30.148.829/0001-05;GARPA SA;12718;1990-12-19;CANCELED
42.584.326/0001-53;GARRA PARTICIPACOES SA;6360;1990-11-20;CANCELED
09.051.129/0001-01;GARSA GURGEIA AGR RACIONAL S/A;505692;2008-09-28;CANCELED
02.134.838/0001-01;GARUDA SA;16756;2009-12-31;CANCELED
27.228.378/0001-01;GASPAR IND E COM CARNES SA;510785;2000-09-20;CANCELED
11.193.684/0001-01;GÁVEA SECURITIZADORA S.A.;23418;2018-07-18;CANCELED
50.747.732/0001-18;GAZETA MERCANTIL SA;14400;2010-01-04;CANCELED
88.611.983/0001-43;GAZOLA SA INDÚSTRIA METALURGICA;6378;2012-05-07;CANCELED
01.472.666/0001-05;GC ADM DE RECEBIVEIS SA;16071;2000-09-28;CANCELED
60.688.736/0001-26;GEB VIDIGAL SA;6386;1991-06-18;CANCELED
06.920.516/0001-30;GECOSA I INT GERVASIO COSTA SA;6394;2010-01-04;CANCELED
04.920.633/0001-79;GELAR SA INDS ALIMENTICIAS;6408;2005-03-22;CANCELED
61.090.072/0001-61;GEMA SA EQUIPS INDUSTRIAIS;6424;1985-07-23;CANCELED
06.699.599/0001-80;GEMASA GRANJAS ESPECIAIS DO MARANHAO SA;517682;2012-02-14;CANCELED
59.275.792/0001-50;GENERAL MOTORS SA;6432;1986-03-04;CANCELED
08.764.621/0001-53;GENERAL SHOPPING BRASIL SA;21008;2007-07-26;ACTIVE
04.232.716/0001-75;GENIPAUBA PEC E AGRI SA;507113;2012-02-14;CANCELED
02.808.710/0001-78;GEODEX COMMUNICATIONS S.A.;18031;2008-04-28;CANCELED
33.143.025/0001-01;GEOTECNICA SA;6440;2006-11-22;CANCELED
60.405.446/0001-28;GERAL DE CONCRETO S/A;5630;2002-12-30;CANCELED
33.611.500/0001-19;GERDAU S.A.;3980;1980-09-03;ACTIVE
89.011.738/0001-68;GERDAU SERV INFORMATICA SA GSI;12785;1993-03-25;CANCELED
79.114.203/0001-69;GERMANI CIA PARANAENSE ALIMS;6459;1990-12-21;CANCELED
21.976.484/0001-89;GERU SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;24538;2018-09-17;ACTIVE
42.171.157/0001-20;GESTIO SA COMERCIO E INDUSTRIA;6467;1990-07-13;CANCELED
33.311.366/0001-30;GETEC GUANABARA QUIM INDL SA;6475;1991-12-26;CANCELED
61.196.119/0001-76;GIANNINI SA;12939;1999-09-09;CANCELED
24.443.608/0001-59;GIPSITA MINERAÇÃO S/A INDÚSTRIA E COMERCIO;514853;2010-06-22;CANCELED
61.338.042/0001-21;GLASSLITE SA IND DE PLASTICOS;6483;1998-04-16;CANCELED
05.330.331/0001-03;GLOBAL BRASIL SA;19402;2012-07-09;CANCELED
01.245.375/0001-84;GLOBAL TRUST SA;15776;2000-02-22;CANCELED
07.095.028/0001-07;GODOI SECURITIES - CIA SECURITIZADORA DE CREDITOS IMOBILIARIOS;19712;2008-03-28;CANCELED
06.164.253/0001-87;GOL LINHAS AEREAS INTELIGENTES SA;19569;2004-06-09;ACTIVE
58.507.286/0001-86;GOLDFARB INCORPORAÇÕES E CONSTRUÇÕES S/A;20737;2009-12-18;CANCELED
60.946.035/0001-40;GOYANA SA I BRAS MATS PLASTS;6530;2005-03-22;CANCELED
-;GP INVESTMENTS, LTD;80020;2006-05-30;ACTIVE
42.360.925/0001-93;GPC INDUSTRIA E COMERCIO SA;6548;1991-06-20;CANCELED
02.193.750/0001-52;GPC PARTICIPACOES SA;16632;1997-11-20;ACTIVE
21.903.297/0001-75;GPR - PINHEIRO & RINALDO CAPITAL S.A.;23876;2019-02-13;CANCELED
06.985.915/0001-80;GRACIOSA AGROPEC SA;513423;2012-02-14;CANCELED
04.230.801/0001-02;GRADIENTE INDL SA;511102;1995-05-11;CANCELED
06.930.747/0001-25;GRAMACOSA GDE MA COMPENS SA;504106;2008-09-28;CANCELED
30.753.180/0001-43;GRAMASA GRANITOS E MARMORES SA;510335;2000-08-01;CANCELED
84.583.137/0001-06;GRAMAZON GRANITOS DA AMAZÔNIA S/A;516996;1996-01-30;ACTIVE
31.683.659/0001-13;GRAMETAL GRANALHAS DE METAL SA;508055;1998-06-05;CANCELED
00.416.575/0001-90;GRAMMUF GRANITOS MARMORES MUNIZ FREIRE SA;516562;2008-09-28;CANCELED
27.416.197/0001-09;GRANBRASIL GRANITOS BRASIL SA;509515;2012-02-14;CANCELED
07.273.204/0001-45;GRANDES CURTUMES CEARENSES SA;506575;2012-02-14;CANCELED
61.247.854/0001-61;GRANIMAR SA MARMORES GRANITOS;6564;1991-03-20;CANCELED
09.339.342/0001-05;GRANITOS DO NORDESTE DO BRASIL S/A- GRANORDESTE;511323;2012-02-14;CANCELED
24.064.453/0001-40;GRANITOS EXPORTAÇÃO DO NORDESTE SA;516155;2012-02-14;CANCELED
01.800.130/0001-71;GRANJA AVENORTE SA;517542;2008-01-18;CANCELED
05.093.513/0001-08;GRANJA CONCEICAO SA;513644;2008-09-28;CANCELED
09.500.430/0001-47;GRANJA SANTA LUCIA SA;503550;2005-08-25;CANCELED
04.238.176/0001-37;GRANJA SANTA MARTA SA;508519;2012-02-14;CANCELED
04.238.176/0001-37;GRANJA SANTA MARTA SA;519367;2012-09-15;CANCELED
09.319.278/0001-09;GRANJA SAO JOAQUIM SA;514241;2012-02-14;CANCELED
27.657.717/0001-67;GRANJA WALKYRIA SA;508446;2008-09-28;CANCELED
07.591.258/0001-59;GRANJAS SAO JOSE SA;518123;2004-05-25;CANCELED
11.001.203/0001-19;GRANJITA INDL AVIC SA;508012;1994-07-29;CANCELED
88.925.029/0001-25;GRANOLEO SA CI SEMS OLEAGS DER;6572;2008-03-05;CANCELED
23.445.513/0001-01;GRANOS GRANITOS DO NE SA;514098;2012-02-14;CANCELED
23.445.513/0001-01;GRANOS GRANITOS DO NE SA;519391;2012-10-11;CANCELED
33.714.304/0001-70;GRANPEIXE GRANJA P E SUINOS SA;513598;2008-09-28;CANCELED
32.481.343/0001-01;GRANSANTOS GRAN E MARMORES SA;513784;2012-02-14;CANCELED
09.793.167/0001-21;GRANVALE CIA AGROPECUARIA DO GRANDE VALE;500356;2012-02-14;CANCELED
07.653.777/0001-02;GRANVILLE CONFEC SA;506958;2008-09-28;CANCELED
12.147.732/0001-98;GRÃOS SELECIONADOS DO MARANHÃO SA;512648;2006-07-25;CANCELED
00.313.162/0001-80;GRAPIA SA;15016;1998-12-18;CANCELED
06.865.794/0001-32;GRASA GRANJA SANTANA SA;512273;2009-04-16;CANCELED
87.377.016/0001-04;GRAVATAI SUL SA;12904;2005-03-22;CANCELED
92.012.467/0001-70;GRAZZIOTIN SA;4537;1979-01-31;ACTIVE
07.277.726/0001-15;GRENDENE DO NORDESTE SA;511668;1993-09-06;CANCELED
89.850.341/0001-60;GRENDENE SA;19615;2004-10-26;ACTIVE
16.369.829/0001-04;GRIFFIN BRASIL LTDA;505595;2005-11-03;CANCELED
01.258.945/0001-70;GRUÇAI PARTICIPAÇÕES SA;15695;1996-08-28;ACTIVE
00.649.881/0001-76;GTD PARTICIPACOES SA;14915;2015-04-07;CANCELED
06.526.131/0001-93;GUADALAJARA SA IND DE ROUPAS;509191;1997-11-26;CANCELED
08.214.850/0001-02;GUAGIRU AGROPECUARIA SA;512630;1998-01-29;CANCELED
07.574.718/0001-30;GUAIUBA AGROPECUÁRIA S/A;505765;1990-01-15;ACTIVE
04.996.104/0001-59;GUAJARA BUFALOS SA;513016;2011-10-14;CANCELED
06.868.228/0001-84;GUANABARA AGRO INDUSTRIAL S A;510491;2008-09-28;CANCELED
04.096.095/0001-40;GUANHAMBI AGRI E COM SA;508357;2012-02-14;CANCELED
05.011.341/0001-86;GUARAMA - GUARANA DA AMAZONIA SA;519090;2011-05-17;CANCELED
08.402.943/0001-52;GUARARAPES CONFECÇÕES SA;4669;1958-10-16;ACTIVE
08.573.842/0001-44;GUARARAPES TEXTIL SA;502014;2001-10-30;CANCELED
30.788.149/0001-48;GUARDIAN COMPANHIA SECURITIZADORA;24562;2018-10-10;ACTIVE
13.096.763/0001-20;GUFI GP UNIDO DE FIACAO SA;501433;2011-10-17;CANCELED
58.962.275/0001-96;GURGEL MOTORES SA;13382;2005-03-22;CANCELED
62.278.783/0001-27;GURGEL SA PARTICIPACOES;12050;2005-03-22;CANCELED
31.760.176/0001-75;GURIRI HOTEIS E TURISMO SA;513318;2010-02-08;CANCELED
07.636.657/0001-99;GUSA NORDESTE S. A.;515540;2008-01-31;CANCELED
03.420.904/0001-64;GVT HOLDING S/A;20117;2010-05-07;CANCELED
10.737.120/0001-20;GYPSUM DO NE SA IC DE GESSO;6610;2005-03-22;CANCELED
09.304.427/0001-58;HABITASEC SECURITIZADORA SA;21628;2008-08-19;ACTIVE
03.230.570/0001-66;HADDAD PARK HOTEL SA;515140;2012-10-24;CANCELED
30.540.991/0001-66;HAGA S.A. INDÚSTRIA E COMÉRCIO;13366;1988-09-01;ACTIVE
34.111.187/0001-12;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;13960;2000-06-20;CANCELED
10.308.997/0001-03;HALLEY SA-GRAFICA E EDITORA;500194;2012-02-14;CANCELED
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;24392;2018-04-20;ACTIVE
31.685.977/0001-13;HARPIA - AGROCOMERCIAL SA;511919;1998-12-11;CANCELED
13.407.573/0001-86;HARPIA ÔMEGA PARTICIPAÇÕES S.A.;22578;2016-06-07;CANCELED
06.965.529/0001-26;HASA HOLANDA AGROPEC SA;506311;2012-02-14;CANCELED
56.444.250/0001-75;HAUSCENTER SA;14850;1995-05-02;ACTIVE
49.263.189/0001-02;HELBOR EMPREENDIMENTOS S/A;20877;2007-07-09;ACTIVE
92.749.225/0001-63;HERCULES S/A - FABRICA DE TALHERES;6629;1968-11-01;ACTIVE
82.647.942/0001-20;HERING SA BRINQ INST MUSICAIS;13137;2005-03-22;CANCELED
30.552.483/0001-06;HERINGER AGRI SA;509540;1993-01-07;CANCELED
84.590.892/0001-18;HERMASA NAVEGAÇÃO DA AMAZÔNIA S/A;517950;2017-01-24;CANCELED
31.467.236/0001-66;HEXAGONAL HOTEIS E TURISMO SA;513288;2004-12-09;CANCELED
15.682.669/0001-88;HIDROGRU SA IND E COM;503940;2012-02-14;CANCELED
05.054.358/0001-10;HIDROSERVICE DA AMAZÔNIA S/A AGROPECUÁRIA E INDUSTRIAL;509930;2013-05-03;CANCELED
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;22675;2011-12-14;ACTIVE
05.173.778/0001-16;HILEIA AGROINDUSTRIAL SA;519014;2010-08-30;CANCELED
30.577.779/0001-73;HILL PARK HOTEL TUR HOTELAR SA;516937;2012-02-01;CANCELED
60.904.810/0001-02;HINDI CIA BRAS DE HABITACOES;6661;1990-11-29;CANCELED
61.150.397/0001-92;HOECHST BRASIL QUIM FARM SA;12335;1996-02-12;CANCELED
60.861.788/0001-52;HOECHST BRASIL SA QUIM FARM;6670;1996-02-12;CANCELED
08.643.660/0001-00;HOLANDESA AGROPECUARIA SA;507598;2008-09-28;CANCELED
00.924.432/0001-99;HOPI HARI SA;15377;2018-05-30;CANCELED
06.564.793/0001-58;HORIZONTE AVIC E INDL SA;508543;2012-11-16;CANCELED
06.564.793/0001-58;HORIZONTE AVIC E INDL SA;519588;2013-08-08;CANCELED
00.949.959/0001-78;HOSPITAL LA SANTE SA;15466;2004-04-27;CANCELED
31.767.528/0001-14;HOSTESS HOTEL S/A;508314;2011-11-08;CANCELED
92.689.264/0001-12;HOTEIS CHARRUA SA;512737;2000-06-19;CANCELED
08.771.578/0001-53;HOTEIS DA FONTE S/A;502650;2005-03-30;CANCELED
76.687.821/0001-00;HOTEIS DO PARANA SA HOTEPAR;518204;2003-09-09;CANCELED
11.727.781/0001-37;HOTEIS E TURISMO FLORESTA S/A;502138;2010-09-22;CANCELED
33.858.168/0001-91;HOTEIS E TURISMO GUANABARA SA;6696;2015-03-13;CANCELED
54.175.476/0001-92;HOTEIS ELDORADO CUIABA SA;500569;2008-11-28;CANCELED
08.008.807/0001-82;HOTEIS G P SA;502855;2004-05-12;CANCELED
03.150.745/0001-25;HOTEIS GLOBAL SA;504823;2012-02-14;CANCELED
33.200.049/0001-47;HOTEIS OTHON SA;6700;1980-08-08;ACTIVE
24.693.756/0001-21;HOTEIS RIO ALEGRE SA;514896;2017-06-01;CANCELED
09.276.932/0001-36;HOTEIS SALINAS SA;502359;2010-04-29;CANCELED
82.602.426/0001-80;HOTEIS TANNENHOF SA;6718;1990-09-19;CANCELED
92.950.351/0001-81;HOTEL ACORES SA;518506;2006-09-21;CANCELED
27.021.542/0001-05;HOTEL ATLANTICO SA;517135;1998-02-12;CANCELED
08.601.353/0001-59;HOTEL CABO BRANCO SA;503789;2005-11-03;CANCELED
08.603.680/0001-40;HOTEL CAICARA S/A;511234;2012-02-14;CANCELED
09.344.391/0001-36;HOTEL COSTA AZUL S/A;511641;1990-10-30;ACTIVE
10.238.962/0001-37;HOTEL EQUINOCIOS S/A;510998;1997-01-21;CANCELED
32.418.485/0001-24;HOTEL ERVA DOCE SA;513660;2006-12-19;CANCELED
27.012.137/0001-12;HOTEL ESPADARTE SA.;515612;2005-11-03;CANCELED
07.487.952/0001-20;HOTEL FAZ VILA VERDE SA;509256;2012-02-14;CANCELED
07.199.284/0001-36;HOTEL FLAMINGO SA;501824;2002-03-30;CANCELED
30.686.810/0001-04;HOTEL PRAIA SOL SA;514829;2007-07-13;CANCELED
60.891.751/0001-77;HOWA S.A. INDUSTRIAS MECANICAS;6734;1984-12-18;CANCELED
34.262.972/0001-76;HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN;8915;1990-08-03;CANCELED
34.262.972/0001-76;HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN;15210;2004-10-29;CANCELED
53.518.684/0001-84;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;12521;2000-02-01;CANCELED
53.518.684/0001-84;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;19755;2015-09-14;CANCELED
44.847.374/0001-12;HSBC LEASING A.M.(BRASIL) SA;736;1999-12-23;CANCELED
76.538.446/0001-36;HSBC SEGUROS BRASIL SA;728;2000-12-26;CANCELED
67.760.702/0001-44;HSBX BAURU EMPREENDIMENTOS SA;14095;2009-09-16;CANCELED
50.991.421/0001-08;HUMAITA SA;12149;1989-12-19;CANCELED
08.400.426/0001-44;HUMUS NORDESTE SA;512338;2012-02-14;CANCELED
08.400.426/0001-44;HUMUS NORDESTE SA;520608;2017-05-19;CANCELED
84.685.189/0001-93;HUSKY SA;13218;2007-01-09;CANCELED
01.180.474/0001-25;HYDE PARK SA;15580;2007-01-09;CANCELED
02.932.074/0001-91;HYPERA S/A;21431;2008-04-16;ACTIVE
22.955.017/0001-35;IANDE AGROPEC SA;510955;2008-09-28;CANCELED
34.270.520/0001-36;IBM LEASING ARREND MERC SA;14257;1995-01-09;CANCELED
32.670.812/0001-30;IBOTIRAMA AGRICOLA SA;513857;2012-02-14;CANCELED
32.670.812/0001-30;IBOTIRAMA AGRICOLA SA;520209;2015-12-11;CANCELED
04.211.629/0001-31;IBREL SA;513580;2008-09-28;CANCELED
16.280.315/0001-70;ICA PRODS QUIM DA BAHIA SA;511315;2008-09-28;CANCELED
17.157.264/0001-56;ICAL IND DE CALCINACAO SA;6785;1989-02-23;CANCELED
10.969.780/0001-36;ICANOR SA ARAMES E CABOS;6793;1984-10-26;CANCELED
11.491.842/0001-00;ICEBRAS-IND CERAMICA BRASIL SA;512460;2008-09-28;CANCELED
02.365.069/0001-44;IDEIASNET SA;18414;1999-08-02;ACTIVE
49.058.555/0001-83;IDEROL SA EQUIPS RODOVIARIOS;13692;2005-12-20;CANCELED
49.867.112/0001-33;IFEMA SA I DE CONDS ELETRICOS;6807;1989-09-19;CANCELED
11.578.390/0001-06;IGARA PARTICIPAÇÕES S/A;508039;2006-04-06;CANCELED
11.254.661/0001-60;IGARITE AGROPEC SA;502022;2012-02-14;CANCELED
43.185.362/0001-07;IGB ELETRÔNICA S.A. - EM RECUPERAÇÃO JUDICIAL;6815;1973-12-19;ACTIVE
10.779.288/0001-06;IGB IND GRAFICA BRASILEIRA SA;502677;2012-02-14;CANCELED
08.159.965/0001-33;IGUA SANEAMENTO S.A.;22403;2011-03-23;CANCELED
08.159.965/0001-33;IGUA SANEAMENTO S.A.;23175;2013-05-13;ACTIVE
81.304.727/0001-64;IGUACU CELULOSE PAPEL SA;15113;2017-03-03;CANCELED
51.218.147/0001-93;IGUATEMI EMPRESA DE SHOPPING CENTERS S/A;20494;2007-02-02;ACTIVE
60.484.797/0001-71;IKPC INDS KLABIN PAPEL CEL SA;7420;2001-12-28;CANCELED
08.815.060/0001-74;ILCASA IND LAT CAMPINA GDE SA;509124;2006-10-27;CANCELED
06.931.323/0001-85;ILHA AGROPECUARIA SA;509183;2002-07-23;CANCELED
05.013.206/0001-70;ILHA DE MARAJO HOTEIS SA;513059;2012-02-14;CANCELED
40.909.087/0001-39;ILOBRAS IND LENTES OFT BR SA;516376;2012-02-14;CANCELED
33.679.069/0001-42;ILSA - INDS LUELLMA SA;513300;2012-02-14;CANCELED
04.972.980/0001-45;IMACO SA IND METALURGICA;511480;2012-02-14;CANCELED
61.599.734/0001-23;IMAT S/A SOC AGRI E PECUARIA;511021;1998-04-09;CANCELED
78.571.411/0001-24;IMCOPA-IMPORTAÇÃO, EXPORT E IND DE OLEOS SA;21318;2008-11-05;CANCELED
92.783.646/0001-00;IMCOSUL SA;6831;2005-12-20;CANCELED
16.532.798/0001-52;IMERYS RIO CAPIM CAULIM S/A;515582;2008-08-06;CANCELED
12.547.840/0001-58;IMETAMAR IND MEC METALURG SA;506001;2008-09-28;CANCELED
00.808.469/0001-51;IMPASA IMPERATRIZ AGROPASTORIL SA;512800;2012-02-14;CANCELED
04.786.919/0001-03;IMPERATRIZ PEC E INDL SA;511862;2006-08-28;CANCELED
24.097.453/0001-46;IMPERIAL AGRICULT IRRIGADA SA;508810;2008-09-28;CANCELED
06.913.115/0001-53;IMPERIAL AGROIND MARANHÃO SA;508071;2008-09-28;CANCELED
06.767.982/0001-28;IMPERIAL MONÇÃO AGROPEC SA;500305;2008-09-28;CANCELED
33.123.118/0001-66;IMPERIO LISAMAR SA IND E COM;14567;2007-08-07;CANCELED
04.893.996/0001-62;IMPORTADORA DE FERRAGENS SA;6840;2010-01-04;CANCELED
27.263.805/0001-84;INACARB IND NAC DE CARBON SA;516279;1995-01-06;CANCELED
06.425.144/0001-76;INAVE S/A - INDÚSTRIA E NAVEGAÇÃO;503886;2012-02-14;CANCELED
61.081.972/0001-42;INBRAC SA CONDUTORES ELETRICOS;6874;2002-03-05;CANCELED
39.620.349/0001-61;INBRAC VITORIA SA;515850;1995-08-30;CANCELED
09.054.385/0001-44;INBRANDS SA;22560;2011-08-08;ACTIVE
06.629.695/0001-51;INBRASMA IND BRAS MARMORE SA;506893;2012-02-14;CANCELED
