BCE 3;BRBCEEACNOR3;BCEE;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BCM 4;BRBCMGACNPR8;BCMG;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
BCMG3;BRBCMGACNOR1;BCMG;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BCNA3;BRBCNAACNOR2;BCNA;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BDB 3;BRBDBAACNOR5;BDBA;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BDB 4;BRBDBAACNPR2;BDBA;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
BDE 3;BRBDEPACNOR7;BDEP;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BDL 3;BRBDLLACNOR1;BDLL;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BDLL3;BRBDLLACNOR1;BDLL;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
BDLL4;BRBDLLACNPR8;BDLL;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
BEC 4;BRBECEACNPR0;BECE;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
BECE4;BRBECEACNPR0;BECE;ACOES PREFERENCIAIS;;;A;;;;ACN;E;10;0.0;ACN;PR
BEEF3;BRBEEFACNOR6;BEEF;ACOES ORDINARIAS;;;A;;;;ACN;E;10;0.0;ACN;OR
